ID,Video_ID,Comment,comment_fr,Name
6536,-ZcNo25eR0o,Where is your president? The phantom. Where is your First  Lady? Hmmmm! There is a big white elephant in the house.,Where is your president? The phantom. Where is your First  Lady? Hmmmm! There is a big white elephant in the house.,Thierry Aubin Moukam
8598,S5L4_jiICqs,C'est à cause des gens comme poupons et maman la joie que la sorcelerie ne peux pas finir en Afrique,C'est à cause des gens comme poupons et maman la joie que la sorcelerie ne peux pas finir en Afrique,Serge Ewane
2929,oz3wCvaUPIY,Trump avait mis le conseil de sécurité en berne et la France était bloquée dans ses margouilles. Biden et les démocrates vont reprendre les margouilles avec la France et continuer à piller l’Afrique. Trump est mieux pour l’Afrique.,Trump avait mis le conseil de sécurité en berne et la France était bloquée dans ses margouilles. Biden et les démocrates vont reprendre les margouilles avec la France et continuer à piller l’Afrique. Trump est mieux pour l’Afrique.,International Tchatcho
2918,bLeQSfBt5w8,Ambassador more than five chief for Akwaya are dead for this crisis,Ambassador more than five chief for Akwaya are dead for this crisis,International Tchatcho
9217,9Y-60vmWM38,"Madame rdpc va faire des négociations aeriennes après ses négociations souterraines, ou alors sortir de l ombre et se mettre au soleil!!!
J allais rire, mais par respect pour nos compatriotes anglophones, je vais m en abstreindre!","Madame rdpc va faire des négociations aeriennes après ses négociations souterraines, ou alors sortir de l ombre et se mettre au soleil!!!
J allais rire, mais par respect pour nos compatriotes anglophones, je vais m en abstreindre!",Cyrille Nzouda
2607,xpyrGeoZguA,Il faut toujours supporter le régime biya. Paul biya as détruire le Cameroun,Il faut toujours supporter le régime biya. Paul biya as détruire le Cameroun,International Tchatcho
7921,FhuFIBN4-zk,Great  outings  mr Boniface  Nji southern  Cameroon  wil be free let stay focuse on the ball.aluta continue,Great  outings  mr Boniface  Nji southern  Cameroon  wil be free let stay focuse on the ball.aluta continue,Merlin Mpoudeu
7686,qBrS0a04w9o,"Post-Colonial, je n'y crois pas. Est-ce que c'est la France qui demande aux Camerounais de commettre ces massifs.detourne-
memts des deniers publics ? Un Camerounais peut voler.des milliars sans qu'il soit poursuivi juridiquement.","Post-Colonial, je n'y crois pas. Est-ce que c'est la France qui demande aux Camerounais de commettre ces massifs.detourne-
memts des deniers publics ? Un Camerounais peut voler.des milliars sans qu'il soit poursuivi juridiquement.",Merlin Mpoudeu
4961,CmzuK-bzRjk,La police était où ?? Quand il s'agit des marches on quadrille toute la ville. Vraiment déplorables,La police était où ?? Quand il s'agit des marches on quadrille toute la ville. Vraiment déplorables,Tchango International
9401,poSp-3jr95c,"14:40 Chacun a le droit de boycotter ce qu'il veut quand il veut Madame. Si un artiste supporte le RDPC et que ce parti au pouvoir ne peut pas leur assurer un minimum de décence, alors ceux qui considèrent que le RDPC est la raison pour laquelle ce pays est déconstruit ont le droit et même l'obligation de les boycotter","14:40 Chacun a le droit de boycotter ce qu'il veut quand il veut Madame. Si un artiste supporte le RDPC et que ce parti au pouvoir ne peut pas leur assurer un minimum de décence, alors ceux qui considèrent que le RDPC est la raison pour laquelle ce pays est déconstruit ont le droit et même l'obligation de les boycotter",Cyrille Nzouda
4158,z20utvapoiA,C'est bien répondu Carine Sountia ces hommes là doutent eternellement ma fille.,C'est bien répondu Carine Sountia ces hommes là doutent eternellement ma fille.,Tchango International
9701,ZPEOfLj04T8,"Pardon laissons la côte ivoire tranquille, occupons nous de nos pamplemousse, Carine sontia you are beautiful ❤️❤️❤️❤️❤️❤️❤️ bonjour à toute l'équipe.","Pardon laissons la côte ivoire tranquille, occupons nous de nos pamplemousse, Carine sontia you are beautiful ❤️❤️❤️❤️❤️❤️❤️ bonjour à toute l'équipe.",Cyrille Nzouda
2506,xMHUeXOnUV8,Il n' a rien a dire et ls majoritee des europeen qui sont comme ca ils vivent et sont meme plus puissant que les noirs soit  disant mieux menu...,Il n' a rien a dire et ls majoritee des europeen qui sont comme ca ils vivent et sont meme plus puissant que les noirs soit  disant mieux menu...,International Tchatcho
7143,4SboJsfD490,Tjrs,Tjrs,Merlin Mpoudeu
9489,AxgLzsbRfn8,"Au Cameroun , mieux vaut mourir chez soi que d'aller à l'hôpital car , nos médecins sont mal payés et certains parmis eux et parfois au lieu de sauver les patients préfèrent sauver l'argent et nos hôpitaux deviennent ainsi un danger pour ce peuple meurtri !","Au Cameroun , mieux vaut mourir chez soi que d'aller à l'hôpital car , nos médecins sont mal payés et certains parmis eux et parfois au lieu de sauver les patients préfèrent sauver l'argent et nos hôpitaux deviennent ainsi un danger pour ce peuple meurtri !",Cyrille Nzouda
9525,7AWxv6uBo2E,Cest quoi avec mbogbog aujourdhui,Cest quoi avec mbogbog aujourdhui,Cyrille Nzouda
9867,iZ_V7X9LORA,"Bonsoir Serges
Bonsoir Dshang!","Bonsoir Serges
Bonsoir Dshang!",Cyrille Nzouda
551,yuRB4f1tpkQ,"Je suis fasciné par ces images et le recul de ce pays qu’est le Cameroun. Étant citoyen de l’Afrique de l’Ouest, ce pays d’Afrique central est hors du commun, entre les problèmes d’eau, d’électricité, de sorcelleries ( une vraie mode chez eux), les médias qui filment les corps de personnes tuées par meurtre ou par accidents; j’ai juste l’impression que ce pays et son peuple vivent encore au siècle dernier? Impressionnant. Par contre, ils sont prompt a donner des leçons de bonnes gouvernances et de développement à l’ensemble du continent.","Je suis fasciné par ces images et le recul de ce pays qu’est le Cameroun. Étant citoyen de l’Afrique de l’Ouest, ce pays d’Afrique central est hors du commun, entre les problèmes d’eau, d’électricité, de sorcelleries ( une vraie mode chez eux), les médias qui filment les corps de personnes tuées par meurtre ou par accidents; j’ai juste l’impression que ce pays et son peuple vivent encore au siècle dernier? Impressionnant. Par contre, ils sont prompt a donner des leçons de bonnes gouvernances et de développement à l’ensemble du continent.",Maxime Pouokam
7958,e3UoClh2WGs,Biya et ses faucons ont démocratisé la violence absolue dans ce pays.,Biya et ses faucons ont démocratisé la violence absolue dans ce pays.,Merlin Mpoudeu
6800,H-g4I1LaYqU,Émission très instructive. Merci !,Émission très instructive. Merci !,Thierry Aubin Moukam
2643,TDjQWa1Q7CU,Vous tapez les avocats ? Hé non non voilà la photo qui gère le pays,Vous tapez les avocats ? Hé non non voilà la photo qui gère le pays,International Tchatcho
3025,NTNTRnqu6kw,Paul biya c'est la médiocrité à l'état brut,Paul biya c'est la médiocrité à l'état brut,Ben Hassan
3848,71FCPw1kH-w,Cet héritage colonial nous pose un véritable problème ! Je suis bassa  camerounais et je m'exprime tant en bassa duala bulu qu' en français et anglais! Suis-je francophone et anglophone ???,Cet héritage colonial nous pose un véritable problème ! Je suis bassa  camerounais et je m'exprime tant en bassa duala bulu qu' en français et anglais! Suis-je francophone et anglophone ???,Ben Hassan
4530,4eb6jhcbBV0,Vraiment charles Armel tu es un génie je t'admire énormément car tes prises de parole sont excellentes. Courage champion ❤❤❤,Vraiment charles Armel tu es un génie je t'admire énormément car tes prises de parole sont excellentes. Courage champion ❤❤❤,Tchango International
7114,Pyvq3ArFAu4,Bravoooooooo charles Armel pour l'histoire du jour 🥰🥰🥰🥰❤,Bravoooooooo charles Armel pour l'histoire du jour 🥰🥰🥰🥰❤,Merlin Mpoudeu
1025,KIHv1SAFfdg,"quand on ne comprend rien à l économie, rien à la finance, rien à l histoire on ne peut que parler de politique coloniale! ah la victimisation, l irresponsabilité","quand on ne comprend rien à l économie, rien à la finance, rien à l histoire on ne peut que parler de politique coloniale! ah la victimisation, l irresponsabilité",Charles Ndonzeu
3126,m70526Yiy7s,que ceux qui sont les économistes du régime viennent démentir.ils sont tres fort dans la fourberie,que ceux qui sont les économistes du régime viennent démentir.ils sont tres fort dans la fourberie,Ben Hassan
3978,PMsWWZTGG1k,"Rifoe, la seule temporalité mesurable de l'action publique sous Biya c'est le vol, le pillage, le glissement, le pouvoir par usurpation.
Merci Serge Alain de recadrer cet usurpateur de Rifoe qui veut nous faire comprendre qu'un citoyen lamda sait quelles sont les capacities maximales d'un train.","Rifoe, la seule temporalité mesurable de l'action publique sous Biya c'est le vol, le pillage, le glissement, le pouvoir par usurpation.
Merci Serge Alain de recadrer cet usurpateur de Rifoe qui veut nous faire comprendre qu'un citoyen lamda sait quelles sont les capacities maximales d'un train.",Ben Hassan
7640,Xi-uU6Z0yww,A quoi sert l argent collecté a travers les payages sur nos routes??? L etat des routes est lamentable. Vivement la fin de ce regime ..,A quoi sert l argent collecté a travers les payages sur nos routes??? L etat des routes est lamentable. Vivement la fin de ce regime ..,Merlin Mpoudeu
6909,PwSo4fj5KlA,Seigneur 😭😭😭😭😭😭😭😭😭 tu es où ? Pourquoi tu laisse tout ceci... j'ai terminé les larmes de mon corps.....!!!🙏🙏🙏🙏,Seigneur 😭😭😭😭😭😭😭😭😭 tu es où ? Pourquoi tu laisse tout ceci... j'ai terminé les larmes de mon corps.....!!!🙏🙏🙏🙏,Thierry Aubin Moukam
1618,yuAOCA8_XYg,Je prie que tu ne subisse pas le sort de Charles Ateba Eyene. Que Dieu te protège !,Je prie que tu ne subisse pas le sort de Charles Ateba Eyene. Que Dieu te protège !,Charles Ndonzeu
1419,Yzqvj4-jGDU,"Arrêtez ces conneries de 2ème vague de Covid. 
Vous êtes obligés de suivre Mbeing comme des moutons ? Surtout que cette histoire est un gros mensonge: Hold-Up !!
Mince quel pays ?!!!","Arrêtez ces conneries de 2ème vague de Covid. 
Vous êtes obligés de suivre Mbeing comme des moutons ? Surtout que cette histoire est un gros mensonge: Hold-Up !!
Mince quel pays ?!!!",Charles Ndonzeu
5898,NO8HEZ000pQ,Nous allons encore vous torturé vous les bamileker,Nous allons encore vous torturé vous les bamileker,Cedric Sougang
8017,jUYarVdVe7Y,"It terreble, men can fight in the physical but they should rember that there is God and he fight in the spiritual may his soul rest in perfect peace.","It terreble, men can fight in the physical but they should rember that there is God and he fight in the spiritual may his soul rest in perfect peace.",Serge Ewane
4351,2Pmopnkgv9A,Papa Charles Armel le bantou 🤣🤣🤣🤣🤣🤣🤣,Papa Charles Armel le bantou 🤣🤣🤣🤣🤣🤣🤣,Tchango International
6903,PwSo4fj5KlA,"C'est tragique ! 
Comment des médecins peuvent renvoyer cet enfant à la maison avec le ventre ouvert ?
Seigneur ! Vient en aide à ton peuple ici maltraité !
C'est atroce !","C'est tragique ! 
Comment des médecins peuvent renvoyer cet enfant à la maison avec le ventre ouvert ?
Seigneur ! Vient en aide à ton peuple ici maltraité !
C'est atroce !",Thierry Aubin Moukam
7409,LNzO7xMbd6s,"Paul Biya est où lui-même, vous êtes sérieux à Équinoxe de tout le temps parler d'un président qu'on ne voit pas ?
Arrêtez de mentir les Camerounais !","Paul Biya est où lui-même, vous êtes sérieux à Équinoxe de tout le temps parler d'un président qu'on ne voit pas ?
Arrêtez de mentir les Camerounais !",Merlin Mpoudeu
3414,A9EPdCDGO4M,Let #Cameroon government pack fine. God is watching all your atrocities.,Let #Cameroon government pack fine. God is watching all your atrocities.,Ben Hassan
9511,7AWxv6uBo2E,Charles Armel nous manque.,Charles Armel nous manque.,Cyrille Nzouda
676,eHneWEHpHqI,"Ekie le baratin... Si on vous écoute, c'est foutu !  😂
En fait Tatiana Matip ne m'énerve pas, car il faut de tout pour faire le Cameroun... Il faut juste qu'elle écoute toujours les autres qui ont la parole !","Ekie le baratin... Si on vous écoute, c'est foutu !  😂
En fait Tatiana Matip ne m'énerve pas, car il faut de tout pour faire le Cameroun... Il faut juste qu'elle écoute toujours les autres qui ont la parole !",Maxime Pouokam
5504,syaz4rNyi3Q,Mr Mbema et Mr tsae deux gros sardinards en chef vous allez lire l heure,Mr Mbema et Mr tsae deux gros sardinards en chef vous allez lire l heure,Cedric Sougang
5531,31St3MmlVpg,Qui a vu comme moi cet enseignant qui parle le visage caché ? 😰😰 c'est terrible regardez vous-même ce que Paul biya a fait de notre pays ? Que vont devenir nos enfants si c'est sa famille qui gouverne après lui🤦‍♂️? Ce monsieur a peur de dire que le gouvernement doit faire quelque chose concernant les eaux qui envahissent douala!!! Il a peur de montrer son visage uniquement pour ça ? On n'a vraiment plus droit à la parole dans notre pays!!! Ça c'est vraiment grave! 😭🤕😭. Heyyyy je pense que même satan ne t'acceptera pas en enfer Paul biya ! Le mal que tu aurais fait a ce peuple te rongera même après ta mort. Les charognard mangeront ton corps. Tu es vraiment le diable sur terre. Quant à moi que DIEU te pardonne,Qui a vu comme moi cet enseignant qui parle le visage caché ? 😰😰 c'est terrible regardez vous-même ce que Paul biya a fait de notre pays ? Que vont devenir nos enfants si c'est sa famille qui gouverne après lui🤦‍♂️? Ce monsieur a peur de dire que le gouvernement doit faire quelque chose concernant les eaux qui envahissent douala!!! Il a peur de montrer son visage uniquement pour ça ? On n'a vraiment plus droit à la parole dans notre pays!!! Ça c'est vraiment grave! 😭🤕😭. Heyyyy je pense que même satan ne t'acceptera pas en enfer Paul biya ! Le mal que tu aurais fait a ce peuple te rongera même après ta mort. Les charognard mangeront ton corps. Tu es vraiment le diable sur terre. Quant à moi que DIEU te pardonne,Cedric Sougang
9731,DhKn0LFTuU8,I can't even listen 2 minutes to this barrister with his pain sardine head. This country has fallen top deep,I can't even listen 2 minutes to this barrister with his pain sardine head. This country has fallen top deep,Cyrille Nzouda
8387,SfPjNAHzTIk,"Yako à vous.  Ça peut arriver n'importe où.  Il n'y a que des idiots qui trouveront quelques choses d'autre à dire.  A Abidjan il y eu inondation également et des gens ont raconté des âneries.  Même ici aux États-Unis bien vrai qu'ils aient des infrastructures plus développées,  ils n'échappent pas à ce phénomène ""naturel "".","Yako à vous.  Ça peut arriver n'importe où.  Il n'y a que des idiots qui trouveront quelques choses d'autre à dire.  A Abidjan il y eu inondation également et des gens ont raconté des âneries.  Même ici aux États-Unis bien vrai qu'ils aient des infrastructures plus développées,  ils n'échappent pas à ce phénomène ""naturel "".",Serge Ewane
3365,ajkT_zJvqt8,Il faut planter des arbres aussi ce serait beau,Il faut planter des arbres aussi ce serait beau,Ben Hassan
4458,MFcAKn18tpk,C est quoi ces histoires? Quelles sont les moyens dont dispose une mairie pour entretenir un hopital? Attention decentralisation n est pas une federalisation!!,C est quoi ces histoires? Quelles sont les moyens dont dispose une mairie pour entretenir un hopital? Attention decentralisation n est pas une federalisation!!,Tchango International
4723,Baz24Qafd6w,9million de dot?😱,9million de dot?😱,Tchango International
7426,f4d1161gyQg,"THANK YOU EQUINOX. THANK YOU, KING FOR TORI.","THANK YOU EQUINOX. THANK YOU, KING FOR TORI.",Merlin Mpoudeu
4403,TERG2bXO-04,"Édouard Fochive c'est quel manque de maîtrise ca, cest souillant hein","Édouard Fochive c'est quel manque de maîtrise ca, cest souillant hein",Tchango International
692,VYkorl71LlU,Les chefs ne servent plus a rien😡😡,Les chefs ne servent plus a rien😡😡,Maxime Pouokam
4687,Uqne81NwxpA,"Dominic est belle et intelligente mais pas sage  tu as bcq à apprendre de tes papa sur le plateau, respecter le temps de parole de chaque svp. 😘😘😘🙏","Dominic est belle et intelligente mais pas sage  tu as bcq à apprendre de tes papa sur le plateau, respecter le temps de parole de chaque svp. 😘😘😘🙏",Tchango International
4570,INHZ4kHoiws,0,0,Tchango International
3161,cGhALgcxQlQ,Merde alors atanga dji tue et il viens au deuill,Merde alors atanga dji tue et il viens au deuill,Ben Hassan
1985,n0bh3KPQ46s,Charles Armel tu fais peur tu as du mal à condamné un incestueux,Charles Armel tu fais peur tu as du mal à condamné un incestueux,Charles Ndonzeu
8770,QK0wHNVYPFo,Messanga Nyamding tu es intelligent mais faut etre moins malhonnete,Messanga Nyamding tu es intelligent mais faut etre moins malhonnete,Serge Ewane
6796,H-g4I1LaYqU,"You too much for this people in charge ,  we love you","You too much for this people in charge ,  we love you",Thierry Aubin Moukam
3278,LEwbYKZ0CL8,Hehaaa L'affaire là c'est maintenant Chaque temps chaque temps seulement ???? yééééé Cameroun ohhhh😭😭😭😭🇨🇲🇨🇲🇨🇲🇨🇲,Hehaaa L'affaire là c'est maintenant Chaque temps chaque temps seulement ???? yééééé Cameroun ohhhh😭😭😭😭🇨🇲🇨🇲🇨🇲🇨🇲,Ben Hassan
702,VYkorl71LlU,Laisser la femme bamileke qaund vous détourner les milliards ont vous fait Quoi elle a trouvé en place le poisson pourri commerçants par la tête,Laisser la femme bamileke qaund vous détourner les milliards ont vous fait Quoi elle a trouvé en place le poisson pourri commerçants par la tête,Maxime Pouokam
2956,buUz-HTlvZE,Jean Benoît mballa est mort de quelle manière ces prêtres  ????? Le rubigond a été depuis commis par ce régime rdpiecer tribals criminels maudits et voilà 38 ans dans l inédit dans ce wandarffurkistan pourrit effondré divisé déchiré fracturé sombré détruit tribaliser voles corruptions haines jalousies manipulateurs acheteurs des consciences réduirent tous les jeunes au chômage galopante partout implantés par leurs echec en échecs ruines à tous les niveaux et ses prélats camouflent quoi ainsi ?????? N importe quoi,Jean Benoît mballa est mort de quelle manière ces prêtres  ????? Le rubigond a été depuis commis par ce régime rdpiecer tribals criminels maudits et voilà 38 ans dans l inédit dans ce wandarffurkistan pourrit effondré divisé déchiré fracturé sombré détruit tribaliser voles corruptions haines jalousies manipulateurs acheteurs des consciences réduirent tous les jeunes au chômage galopante partout implantés par leurs echec en échecs ruines à tous les niveaux et ses prélats camouflent quoi ainsi ?????? N importe quoi,International Tchatcho
7726,3Ua6badz240,Tres belle emission ..Bravo a Pepe de Marie Evembe une Bibliotheque et reference pour le monde.,Tres belle emission ..Bravo a Pepe de Marie Evembe une Bibliotheque et reference pour le monde.,Merlin Mpoudeu
2655,sQmiizoBGfM,Très jolie Dominique Audrey... j'adore ton style.,Très jolie Dominique Audrey... j'adore ton style.,International Tchatcho
8102,YNWehNO3iXs,"“Elephants and Pythons hiding in the grass by the side of the road, a piece of sh*t.” Well said Sir!! Douala, in its entirety, is total garbage. Total garbage!!","“Elephants and Pythons hiding in the grass by the side of the road, a piece of sh*t.” Well said Sir!! Douala, in its entirety, is total garbage. Total garbage!!",Serge Ewane
1324,rN1HIT0Le7I,"L'argent qu'on donne à ces chefs c'est aussi pour les prochaines échéances électorales ä non.
On connait tous ce qui se passe souvent","L'argent qu'on donne à ces chefs c'est aussi pour les prochaines échéances électorales ä non.
On connait tous ce qui se passe souvent",Charles Ndonzeu
1981,n0bh3KPQ46s,"Là mr Charles Armel sur ce débat je vois trop de pris de partie pour l'homme vous avez réellement du mal à trancher cette affaire. On ne négocie rien avec un tel acte..mettez vous à la place de ces jeunes filles c'est horrible ça! Tout le temps vous parlez d'occidentalisation à tort et à travers et à vous entendre on dirait que la "" bantousation "" est la  règle d'or . Wandafut..","Là mr Charles Armel sur ce débat je vois trop de pris de partie pour l'homme vous avez réellement du mal à trancher cette affaire. On ne négocie rien avec un tel acte..mettez vous à la place de ces jeunes filles c'est horrible ça! Tout le temps vous parlez d'occidentalisation à tort et à travers et à vous entendre on dirait que la "" bantousation "" est la  règle d'or . Wandafut..",Charles Ndonzeu
1475,OCYkUPBQAWE,Tout ceque vous faites c’est ceque le candidat du PCRN a dit de l ANIMATIONS POLITIQUES en plus tout ces parti sur le plateau sont alliés du RDPC ou l ont été la politique du ventre les Camerounais aujourd’hui connaissent tous le seul vrai parti devinez vous même,Tout ceque vous faites c’est ceque le candidat du PCRN a dit de l ANIMATIONS POLITIQUES en plus tout ces parti sur le plateau sont alliés du RDPC ou l ont été la politique du ventre les Camerounais aujourd’hui connaissent tous le seul vrai parti devinez vous même,Charles Ndonzeu
3223,r8t8850mB8w,Talking  point  mr joe Boniface.god bless  you Ambazonia  wil be free voice  of the voiceless,Talking  point  mr joe Boniface.god bless  you Ambazonia  wil be free voice  of the voiceless,Ben Hassan
1832,DDILYOnF1y8,Where is south west and North  west which  kind of Brian wash is this for god sake we are southern cameroonia,Where is south west and North  west which  kind of Brian wash is this for god sake we are southern cameroonia,Charles Ndonzeu
5775,86IbTLGje9U,https://youtu.be/ZPaybFhdMQY,https://youtu.be/ZPaybFhdMQY,Cedric Sougang
6521,29tqnVic7mo,merci equinoxe,merci equinoxe,Thierry Aubin Moukam
4670,lpo-2nAZ7UM,Tout sauf kamto,Tout sauf kamto,Tchango International
5634,1h6qXMGD2-c,Which of the governments does she want them the do somethg?,Which of the governments does she want them the do somethg?,Cedric Sougang
1778,4SWf-Nmcy9Q,I have two kids with a man from the west region after the second baby I was told by his family that his death I had to struggle for my kids to make sure they lack nothing I went through hell and 8 after I got married to a white who adopted my kids only for my pictures be on Facebook the dead man came back from no were his alive this man bad and his asking me some money he took my number from Facebook I need your assistance help me papa mbomboc,I have two kids with a man from the west region after the second baby I was told by his family that his death I had to struggle for my kids to make sure they lack nothing I went through hell and 8 after I got married to a white who adopted my kids only for my pictures be on Facebook the dead man came back from no were his alive this man bad and his asking me some money he took my number from Facebook I need your assistance help me papa mbomboc,Charles Ndonzeu
8547,AmOU3ElMMg0,I beg make someone tell me how many years Paul biya Don stay as president,I beg make someone tell me how many years Paul biya Don stay as president,Serge Ewane
7850,pcNmlttWj9k,Ayop ayop,Ayop ayop,Merlin Mpoudeu
5941,a9P9ZgTwOtE,Where is ambassador,Where is ambassador,Cedric Sougang
5371,oXYqmnb_854,"""Ceux qui pense que Kamto est séquestré"" dixit Maitre Bihiga. Humm, cpdm just don't know how to lie.","""Ceux qui pense que Kamto est séquestré"" dixit Maitre Bihiga. Humm, cpdm just don't know how to lie.",Cedric Sougang
7924,FhuFIBN4-zk,”Mr. Babila you are a youth....what happen on the 11th of Feb“......that Pa na hero,”Mr. Babila you are a youth....what happen on the 11th of Feb“......that Pa na hero,Merlin Mpoudeu
1668,aF8X2VLK90E,Un prisoner qui vas se soigner en Allemagne merde mon pays si c'est là magie 🤣🤣🤣🤣🤣🤣🤣🤣,Un prisoner qui vas se soigner en Allemagne merde mon pays si c'est là magie 🤣🤣🤣🤣🤣🤣🤣🤣,Charles Ndonzeu
746,F1Of6_6AxBU,"Ce maudit roi sokojou, quand y aura t-il élection libre dans son royaume??","Ce maudit roi sokojou, quand y aura t-il élection libre dans son royaume??",Maxime Pouokam
6550,aWjzdQp-mWw,"Le jonathan là represente l'administeation territoriale ou la Société Civile??????????
L'anglophone là,  c'est un Malien ???? Il ouvre les gros yeux on dirait le neveu de l'autre, vraiment. Vous avez peur. Vous allez dégager,  quel que soit,  fait quoi fait quoi.","Le jonathan là represente l'administeation territoriale ou la Société Civile??????????
L'anglophone là,  c'est un Malien ???? Il ouvre les gros yeux on dirait le neveu de l'autre, vraiment. Vous avez peur. Vous allez dégager,  quel que soit,  fait quoi fait quoi.",Thierry Aubin Moukam
